N1309,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,SPÖ,ÖVP,FPÖ,BZÖ,GRÜNE,FRANK,NEOS,KPÖ,PIRAT,CPÖ,WANDL,M,EUAUS,SLP,
G32320,Matzendorf-Hölles,1566,1208,23,1185,312,374,268,32,60,90,31,7,11,,,,,,
G32321,Miesenbach,567,436,8,428,89,181,76,23,22,24,9,2,2,,,,,,
G32322,Muggendorf,402,332,16,316,60,130,61,12,18,19,8,6,2,,,,,,
G32323,Pernitz,1992,1431,38,1393,440,305,324,52,127,70,52,7,16,,,,,,
G32324,Rohr im Gebirge,383,296,9,287,56,108,57,11,17,23,12,2,1,,,,,,
G32325,Bromberg,985,810,27,783,130,367,147,20,50,35,29,2,3,,,,,,
G32326,Schwarzenbach,844,713,10,703,301,210,138,13,14,15,10,0,2,,,,,,
G32327,Sollenau,3693,2585,35,2550,1043,372,673,58,135,168,72,19,10,,,,,,
G32330,Theresienfeld,2199,1544,23,1521,539,206,424,34,125,102,63,14,14,,,,,,
G32331,Waidmannsfeld,1340,944,23,921,372,154,200,36,76,31,32,9,11,,,,,,
G32332,Waldegg,1466,1103,26,1077,359,314,200,50,78,35,30,7,4,,,,,,
G32333,Walpersbach,882,703,20,683,197,239,112,21,45,31,31,2,5,,,,,,
G32334,Weikersdorf am Steinfelde,858,705,22,683,109,256,192,22,35,41,17,9,2,,,,,,
G32335,Wiesmath,1279,1000,24,976,213,419,195,28,47,43,22,5,4,,,,,,
G32336,Winzendorf-Muthmannsdorf,1481,1054,23,1031,302,238,207,37,104,79,43,14,7,,,,,,
G32337,Wöllersdorf-Steinabrückl,3260,2363,37,2326,740,429,671,70,165,130,87,17,17,,,,,,
G32338,Zillingdorf,1571,1227,26,1201,456,237,290,33,85,55,32,5,8,,,,,,
G32399,Wahlkarten - Wiener Neustadt(Land),0,3766,80,3686,1164,1066,569,98,414,198,121,30,26,,,,,,
G32400,Wien-Umgebung,87929,68708,1204,67504,19113,14812,13432,1958,8574,3304,5045,670,596,,,,,,
G32401,Ebergassing,2686,1840,22,1818,773,248,441,28,142,98,58,13,17,,,,,,
G32402,Fischamend,3738,2494,56,2438,931,374,591,76,189,105,101,58,13,,,,,,
G32403,Gablitz,3652,2465,45,2420,586,624,441,58,312,132,229,18,20,,,,,,
G32404,Gerasdorf bei Wien,8122,5813,66,5747,1819,1015,1472,181,505,325,326,48,56,,,,,,
G32405,Gramatneusiedl,2092,1404,28,1376,507,246,317,42,119,71,51,13,10,,,,,,
G32406,Himberg,5317,3835,60,3775,1357,662,967,85,287,199,169,31,18,,,,,,
G32407,Klein-Neusiedl,654,463,3,460,240,62,84,8,27,18,12,8,1,,,,,,
G32408,Klosterneuburg,19812,13786,209,13577,2394,4210,1789,454,2274,563,1647,128,118,,,,,,
G32409,Lanzendorf,1300,940,24,916,353,121,248,22,56,54,48,3,11,,,,,,
G32410,Leopoldsdorf,3720,2688,42,2646,810,521,614,82,276,138,163,15,27,,,,,,
G32411,Maria-Lanzendorf,1602,1112,18,1094,341,208,291,31,94,66,45,10,8,,,,,,
G32412,Mauerbach,2870,1999,23,1976,429,529,367,70,263,97,185,20,16,,,,,,
G32413,Moosbrunn,1314,1009,15,994,295,269,207,26,74,72,34,7,10,,,,,,
G32415,Pressbaum,5280,3588,67,3521,776,914,699,110,495,175,285,30,37,,,,,,
G32416,Purkersdorf,6996,4773,97,4676,1255,853,784,144,837,197,490,63,53,,,,,,
G32417,Rauchenwarth,517,383,4,379,73,186,52,3,33,7,14,7,4,,,,,,
G32418,Schwadorf,1437,1041,24,1017,435,177,207,14,65,72,38,2,7,,,,,,
G32419,Schwechat,12199,8305,184,8121,3052,902,2178,222,855,435,310,91,76,,,,,,
G32421,Tullnerbach,2092,1510,22,1488,306,404,248,47,214,53,186,13,17,,,,,,
G32423,Wolfsgraben,1290,975,10,965,177,256,198,45,150,48,78,9,4,,,,,,
G32424,Zwölfaxing,1239,885,23,862,247,173,231,24,74,56,39,8,10,,,,,,
G32499,Wahlkarten - Wien-Umgebung,0,7400,162,7238,1957,1858,1006,186,1233,323,537,75,63,,,,,,
G32500,Zwettl,36353,30574,896,29678,5245,14794,4837,639,1895,1118,841,147,162,,,,,,
G32501,Allentsteig,1690,1208,38,1170,251,459,285,34,49,47,39,1,5,,,,,,
G32502,Arbesbach,1402,1050,42,1008,104,585,159,35,52,26,36,6,5,,,,,,
G32503,Bärnkopf,307,235,7,228,121,54,37,3,5,3,3,2,0,,,,,,
G32504,Echsenbach,1021,801,33,768,121,453,109,11,33,18,18,2,3,,,,,,
G32505,Göpfritz an der Wild,1513,1180,36,1144,263,467,270,12,69,37,13,11,2,,,,,,
G32506,Grafenschlag,737,581,30,551,88,309,69,16,35,19,8,5,2,,,,,,
G32508,Groß Gerungs,3854,2923,109,2814,474,1384,482,53,183,119,86,14,19,,,,,,
G32509,Großgöttfritz,1168,966,19,947,162,445,231,25,28,29,22,3,2,,,,,,
G32511,Gutenbrunn,460,355,0,355,138,118,71,2,11,7,6,2,0,,,,,,
G32514,Kirchschlag,553,457,13,444,94,227,67,16,16,14,8,2,0,,,,,,
G32515,Kottes-Purk,1253,996,26,970,175,533,131,17,60,37,11,6,0,,,,,,
G32516,Langschlag,1502,1129,52,1077,212,552,172,18,38,45,23,10,7,,,,,,
G32517,Martinsberg,947,721,25,696,171,335,114,13,21,26,11,2,3,,,,,,
G32518,Ottenschlag,851,675,12,663,123,322,90,28,31,31,32,3,3,,,,,,
G32519,Altmelon,718,552,11,541,107,262,108,18,12,24,4,0,6,,,,,,
G32520,Pölla,823,609,19,590,115,297,114,7,21,22,11,2,1,,,,,,
G32521,Rappottenstein,1446,1107,37,1070,148,527,192,30,59,51,47,8,8,,,,,,
G32522,Sallingberg,1102,853,24,829,106,460,141,19,35,44,12,3,9,,,,,,
G32523,Schönbach,704,562,21,541,90,320,59,14,23,20,11,3,1,,,,,,
G32524,Schwarzenau,1255,982,27,955,286,353,177,13,55,39,22,6,4,,,,,,
G32525,Schweiggers,1650,1308,30,1278,93,852,157,26,49,53,38,1,9,,,,,,
G32528,Bad Traunstein,864,648,11,637,73,464,54,10,16,10,4,2,4,,,,,,
G32529,Waldhausen,1049,805,14,791,143,402,117,18,46,39,16,3,7,,,,,,
G32530,Zwettl-Niederösterreich,9484,7196,201,6995,1145,3331,1107,155,640,268,271,33,45,,,,,,
G32599,Wahlkarten - Zwettl,0,2675,59,2616,442,1283,324,46,308,90,89,17,17,,,,,,
G40000,Oberösterreich,1099182,861015,21615,839400,228293,212843,180041,29700,102003,40379,28604,6277,6757,2946,1557,,,,
G4A000,Linz und Umgebung,246452,184582,3574,181008,59874,30807,36909,5407,27136,8490,8107,2013,1561,384,320,,,,
G4A099,Wahlkarten Linz und Umgebung,0,1225,20,1205,216,266,134,41,347,46,108,20,22,2,3,,,,
G4B000,Innviertel,166320,125787,3379,122408,26429,37107,31077,5291,11312,5784,3161,639,858,461,289,,,,
G4B099,Wahlkarten - Innviertel,0,377,6,371,41,78,53,17,121,15,33,4,7,1,1,,,,
G4C000,Hausruckviertel,270686,213976,5394,208582,53584,52181,50470,7346,24013,10168,6722,1261,1739,746,352,,,,
G4C099,Wahlkarten - Hausruckviertel,0,700,16,684,93,159,81,34,206,15,67,12,15,0,2,,,,
G4D000,Traunviertel,197859,155837,3856,151981,44797,34894,30988,6101,18391,8100,5351,1197,1226,647,289,,,,
G4D099,Wahlkarten - Traunviertel,0,625,5,620,88,119,73,27,186,31,67,12,14,1,2,,,,
G4E000,Mühlviertel,217865,180795,5374,175421,43609,57854,30597,5555,21151,7837,5263,1167,1373,708,307,,,,
G4E099,Wahlkarten - Mühlviertel,0,659,9,650,96,139,88,12,205,29,51,13,15,0,2,,,,
G40099,Wahlkarten - Oberösterreich,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,
G40100,Linz(Stadt),140809,100357,1895,98462,33229,14959,19092,2755,16826,4191,4705,1405,920,202,178,,,,
G40101,Linz,140809,87131,1671,85460,29562,12349,17409,2463,13674,3702,3986,1216,792,167,140,,,,
G40199,Wahlkarten - Linz(Stadt,0,13226,224,13002,3667,2610,1683,292,3152,489,719,189,128,35,38,,,,
G40200,Steyr(Stadt),28386,20630,387,20243,7764,2501,4382,653,2609,1152,735,205,152,54,36,,,,
G40201,Steyr,28386,18660,345,18315,7125,2107,4144,611,2198,1068,649,190,147,51,25,,,,
G40299,Wahlkarten - Steyr(Stadt),0,1970,42,1928,639,394,238,42,411,84,86,15,5,3,11,,,,
G40300,Wels(Stadt),40671,29490,451,29039,9434,4171,7857,963,3651,1330,1066,230,221,68,48,,,,
G40301,Wels,40671,26608,411,26197,8613,3625,7365,894,3048,1199,942,206,201,62,42,,,,
G40399,Wahlkarten - Wels(Stadt),0,2882,40,2842,821,546,492,69,603,131,124,24,20,6,6,,,,
G40400,Braunau am Inn,75446,54847,1555,53292,12739,15262,13426,1891,5053,2651,1365,277,369,181,78,,,,
G40401,Altheim,3806,2642,82,2560,732,595,751,93,187,115,60,9,11,6,1,,,,
G40402,Aspach,1966,1366,44,1322,203,549,321,48,91,64,24,3,10,7,2,,,,
G40403,Auerbach,403,315,11,304,17,137,103,7,20,9,3,0,3,5,0,,,,
G40404,Braunau am Inn,12066,7021,143,6878,2270,1098,1802,269,810,309,194,49,51,16,10,,,,
G40405,Burgkirchen,2026,1371,39,1332,239,494,319,54,121,59,30,4,10,0,2,,,,
G40406,Eggelsberg,1756,1147,42,1105,190,327,325,34,101,61,42,7,12,4,2,,,,
G40407,Feldkirchen bei Mattighofen,1546,1037,45,992,128,340,314,32,83,53,17,5,12,6,2,,,,
G40408,Franking,715,450,15,435,78,165,104,19,29,19,17,2,1,1,0,,,,
G40409,Geretsberg,848,530,17,513,80,202,123,13,47,23,15,0,7,1,2,,,,
G40410,Gilgenberg am Weilhart,1006,666,16,650,70,269,164,20,49,50,16,5,5,0,2,,,,
G40411,Haigermoos,464,319,8,311,56,130,65,11,29,11,8,0,1,0,0,,,,
G40412,Handenberg,1048,725,16,709,103,289,190,26,37,28,17,4,4,11,0,,,,
G40413,Helpfau-Uttendorf,2387,1588,51,1537,337,467,403,58,97,101,46,6,11,6,5,,,,
G40414,Hochburg-Ach,2198,1344,31,1313,237,496,271,40,128,74,45,4,8,9,1,,,,
G40415,Höhnhart,1143,782,19,763,156,277,230,17,32,26,11,4,4,6,0,,,,
G40416,Jeging,510,370,9,361,96,109,94,12,13,17,10,3,5,2,0,,,,
G40417,Kirchberg bei Mattighofen,913,623,17,606,82,223,152,27,68,22,25,2,2,3,0,,,,
G40418,Lengau,3489,2399,83,2316,742,480,591,67,256,105,49,9,11,1,5,,,,
G40419,Lochen am See,2025,1449,52,1397,205,507,360,56,122,78,46,8,7,5,3,,,,
G40420,Maria Schmolln,1143,789,29,760,131,335,179,24,50,20,16,2,0,2,1,,,,
G40421,Mattighofen,3734,2294,58,2236,775,331,593,88,214,123,64,15,21,7,5,,,,
G40422,Mauerkirchen,1629,940,23,917,240,229,259,37,60,57,17,5,4,9,0,,,,
G40423,Mining,933,660,23,637,131,219,136,27,61,28,25,0,6,4,0,,,,
G40424,Moosbach,757,537,9,528,68,168,191,18,34,30,12,2,4,1,0,,,,
G40425,Moosdorf,1233,819,21,798,248,206,162,23,92,24,24,6,11,1,1,,,,
G40426,Munderfing,2212,1475,56,1419,381,449,282,65,112,67,44,5,8,5,1,,,,
G40427,Neukirchen an der Enknach,1735,1186,33,1153,256,373,316,44,76,54,17,5,5,7,0,,,,
G40428,Ostermiething,2389,1454,69,1385,268,433,333,55,148,85,37,5,11,4,6,,,,
G40429,Palting,760,531,21,510,83,194,111,19,51,36,10,1,3,1,1,,,,
G40430,Perwang am Grabensee,719,497,17,480,81,163,106,18,64,26,15,3,3,0,1,,,,
G40431,Pfaffstätt,746,503,20,483,117,153,115,16,43,25,7,2,5,0,0,,,,
G40432,Pischelsdorf am Engelbach,1302,931,21,910,142,362,265,17,55,49,10,5,3,1,1,,,,
G40433,Polling im Innkreis,771,553,11,542,91,196,176,17,21,29,7,3,1,0,1,,,,
G40434,Roßbach,773,556,15,541,116,190,149,14,26,25,12,3,5,1,0,,,,
G40435,Sankt Georgen am Fillmannsbach,321,221,1,220,25,66,94,7,7,13,0,1,1,5,1,,,,
G40436,Sankt Johann am Walde,1667,1148,39,1109,345,318,275,32,67,42,21,5,2,2,0,,,,
G40437,Sankt Pantaleon,2345,1535,39,1496,421,328,405,41,143,98,29,15,11,3,2,,,,
G40438,Sankt Peter am Hart,1846,1239,40,1199,300,316,272,58,135,71,29,9,7,2,0,,,,
G40439,Sankt Radegund,471,349,9,340,30,192,41,7,46,11,7,3,3,0,0,,,,
G40440,Sankt Veit im Innkreis,327,246,7,239,63,80,61,4,13,12,1,0,2,3,0,,,,
G40441,Schalchen,2833,1869,44,1825,523,402,499,70,175,96,37,8,11,3,1,,,,
G40442,Schwand im Innkreis,709,505,12,493,63,219,107,21,42,22,11,2,3,0,3,,,,
G40443,Tarsdorf,1615,1074,37,1037,149,389,280,33,101,46,18,4,6,11,0,,,,
G40444,Treubach,581,387,10,377,35,169,116,15,17,14,8,0,3,0,0,,,,
G40445,Überackern,441,261,8,253,62,95,55,5,16,14,2,2,0,1,1,,,,
G40446,Weng im Innkreis,1139,798,25,773,142,274,242,26,37,25,24,1,2,0,0,,,,
G40499,Wahlkarten - Braunau am Inn,0,5346,118,5228,1432,1259,924,187,827,285,186,41,53,19,15,,,,
G40500,Eferding,25480,20783,511,20272,5378,5380,4711,681,2320,931,527,113,142,58,31,,,,
G40501,Alkoven,4391,3324,85,3239,1107,628,713,109,378,157,91,18,23,9,6,,,,
G40502,Aschach an der Donau,1654,1264,32,1232,352,252,306,43,173,52,34,10,7,1,2,,,,
G40503,Eferding,2868,2016,44,1972,597,462,429,59,234,70,74,21,18,6,2,,,,
G40504,Fraham,1834,1386,33,1353,431,278,324,52,136,71,41,7,10,3,0,,,,
G40505,Haibach ob der Donau,1091,808,25,783,189,299,123,23,91,35,12,4,5,1,1,,,,
G40506,Hartkirchen,3378,2527,48,2479,549,702,664,96,258,117,58,11,18,2,4,,,,
G40507,Hinzenbach,1566,1218,26,1192,324,334,302,33,110,55,23,3,7,0,1,,,,
G40508,Prambachkirchen,2259,1717,48,1669,339,561,425,52,143,89,35,9,9,6,1,,,,
G40509,Pupping,1578,1080,17,1063,258,311,270,26,125,41,19,3,4,4,2,,,,
G40510,Sankt Marienkirchen an der Polsenz,1834,1420,48,1372,344,404,330,49,136,48,30,12,11,5,3,,,,
G40511,Scharten,1714,1360,26,1334,332,297,348,56,181,54,35,4,9,14,4,,,,
G40512,Stroheim,1313,999,42,957,141,365,228,42,76,63,29,4,4,2,3,,,,
G40599,Wahlkarten - Eferding,0,1664,37,1627,415,487,249,41,279,79,46,7,17,5,2,,,,
G40600,Freistadt,52884,44085,1356,42729,11231,14047,7656,1553,4668,1672,984,322,378,141,77,,,,
G40601,Freistadt,5893,4269,92,4177,1184,1093,787,185,551,178,90,47,52,9,1,,,,
G40602,Grünbach,1523,1111,36,1075,234,325,259,55,95,54,28,8,11,2,4,,,,
G40603,Gutau,2200,1677,50,1627,479,556,261,81,139,48,29,16,10,4,4,,,,
G40604,Hagenberg im Mühlkreis,2211,1596,32,1564,439,367,327,55,223,68,44,11,25,2,3,,,,
G40605,Hirschbach im Mühlkreis,951,743,34,709,137,307,93,28,87,22,16,6,7,4,2,,,,
G40606,Kaltenberg,502,409,9,400,29,237,82,10,17,16,5,0,2,2,0,,,,
G40607,Kefermarkt,1653,1238,42,1196,366,353,212,57,109,49,33,6,8,2,1,,,,
G40608,Königswiesen,2569,1966,86,1880,413,775,403,42,134,56,27,11,5,12,2,,,,
G40609,Lasberg,2271,1716,44,1672,347,621,250,66,245,62,36,16,18,7,4,,,,
G40610,Leopoldschlag,851,660,38,622,112,290,99,24,44,29,16,0,6,1,1,,,,
G40611,Liebenau,1409,1044,32,1012,269,426,171,26,38,39,17,10,8,7,1,,,,
G40612,Neumarkt im Mühlkreis,2538,1934,70,1864,494,579,293,70,265,72,62,13,9,4,3,,,,
G40613,Pierbach,796,616,21,595,122,240,139,16,32,24,11,2,1,7,1,,,,
G40614,Pregarten,4142,3160,97,3063,962,783,577,116,321,144,86,26,28,13,7,,,,
G40615,Rainbach im Mühlkreis,2324,1692,64,1628,411,680,236,60,129,51,27,6,20,7,1,,,,
G40616,Sandl,1182,923,32,891,316,253,136,30,70,38,19,14,6,7,2,,,,
G40617,Sankt Leonhard bei Freistadt,1154,931,36,895,235,351,161,18,47,43,19,8,6,6,1,,,,
G40618,Sankt Oswald bei Freistadt,2232,1702,41,1661,529,506,342,64,103,57,28,11,15,5,1,,,,
G40619,Schönau im Mühlkreis,1573,1273,41,1232,257,506,239,37,83,62,23,6,11,4,4,,,,
G40620,Tragwein,2474,1966,58,1908,622,620,283,59,178,59,53,10,16,6,2,,,,
G40621,Unterweißenbach,1893,1399,58,1341,282,541,355,23,68,42,15,4,5,4,2,,,,
G40622,Unterweitersdorf,1643,1311,38,1273,416,286,246,52,173,37,36,12,8,4,3,,,,
G40623,Waldburg,1078,843,17,826,207,293,133,28,99,34,14,5,8,4,1,,,,
G40624,Wartberg ob der Aist,3402,2557,76,2481,805,521,484,120,325,106,74,18,18,3,7,,,,
G40625,Weitersfelden,862,673,20,653,155,280,104,25,48,16,20,1,3,0,1,,,,
G40626,Windhaag bei Freistadt,1295,1001,37,964,214,424,169,33,59,38,13,8,4,1,1,,,,
G40627,Bad Zell,2263,1809,56,1753,317,677,326,71,227,69,27,14,14,7,4,,,,
G40699,Wahlkarten - Freistadt,0,3866,99,3767,878,1157,489,102,759,159,116,33,54,7,13,,,,
G40700,Gmunden,78662,61343,1680,59663,18211,12895,11598,2392,7684,3071,2351,579,479,277,126,,,,
G40701,Altmünster,7754,5371,166,5205,1343,1226,1030,216,765,277,222,42,35,33,16,,,,
G40702,Bad Goisern am Hallstättersee,6089,4274,126,4148,1736,512,848,174,384,229,115,62,31,44,13,,,,
G40703,Bad Ischl,10792,7138,192,6946,2177,1257,1387,313,917,373,321,100,63,18,20,,,,
G40704,Ebensee,6453,4449,118,4331,1909,674,729,148,448,193,137,46,30,11,6,,,,
G40705,Gmunden,10132,6262,128,6134,1409,1446,1118,317,1001,338,380,40,48,21,16,,,,
G40706,Gosau,1467,1054,39,1015,455,205,151,50,62,44,32,7,4,5,0,,,,
G40707,Grünau im Almtal,1623,1183,36,1147,355,295,240,41,98,63,29,10,11,1,4,,,,
G40708,Gschwandt,2122,1618,52,1566,378,430,365,55,188,59,57,12,10,7,5,,,,
G40709,Hallstatt,640,475,11,464,199,70,58,11,71,18,11,17,6,2,1,,,,
G40710,Kirchham,1593,1185,37,1148,160,487,228,46,106,72,27,6,9,7,0,,,,
G40711,Laakirchen,7122,5036,122,4914,1829,927,1029,173,497,219,135,38,43,18,6,,,,
G40712,Obertraun,588,441,19,422,209,59,53,19,42,18,2,18,0,1,1,,,,
G40713,Ohlsdorf,3943,2792,85,2707,769,587,642,98,309,152,98,18,19,14,1,,,,
G40714,Pinsdorf,2940,2072,54,2018,643,323,510,86,249,101,71,13,16,5,1,,,,
G40715,Roitham,1620,1154,29,1125,323,288,275,45,97,46,29,8,6,7,1,,,,
G40716,Sankt Konrad,879,616,21,595,134,229,100,31,59,17,11,6,3,5,0,,,,
G40717,St. Wolfgang im Salzkammergut,2159,1449,54,1395,376,413,269,67,115,71,50,12,17,5,0,,,,
G40718,Traunkirchen,1330,938,28,910,211,238,148,47,155,41,53,4,5,8,0,,,,
G40719,Scharnstein,3710,2632,76,2556,748,571,591,109,253,143,86,19,20,9,7,,,,
G40720,Vorchdorf,5706,4037,105,3932,1058,885,946,148,453,241,123,25,26,21,6,,,,
G40799,Wahlkarten - Gmunden,0,7167,182,6985,1790,1773,881,198,1415,356,362,76,77,35,22,,,,
G40800,Grieskirchen,49884,40198,1274,38924,8273,12254,9246,1384,4156,1790,1090,214,286,156,75,,,,
G40801,Aistersheim,657,465,16,449,84,151,116,19,32,20,21,2,1,2,1,,,,
G40802,Bad Schallerbach,2899,1969,49,1920,495,472,485,68,225,92,56,6,10,6,5,,,,
G40803,Bruck-Waasen,1873,1361,49,1312,217,509,287,62,124,63,35,4,6,3,2,,,,
G40804,Eschenau im Hausruckkreis,898,701,26,675,82,278,188,15,51,30,13,6,8,1,3,,,,
G40805,Gallspach,1868,1293,24,1269,340,241,402,33,121,57,44,6,9,15,1,,,,
G40806,Gaspoltshofen,2819,1923,67,1856,399,517,554,57,188,61,33,13,21,8,5,,,,
G40807,Geboltskirchen,1138,860,38,822,207,257,179,30,77,45,5,4,7,10,1,,,,
G40808,Grieskirchen,3551,2532,75,2457,604,571,603,109,316,101,105,15,17,12,4,,,,
G40809,Haag am Hausruck,1651,1166,31,1135,299,318,270,28,127,38,32,5,8,8,2,,,,
G40810,Heiligenberg,537,439,16,423,26,210,110,12,33,23,5,2,1,1,0,,,,
G40811,Hofkirchen an der Trattnach,1222,880,27,853,155,291,221,29,72,38,22,9,11,3,2,,,,
G40812,Kallham,2063,1540,59,1481,311,483,350,56,135,69,57,5,10,3,2,,,,
G40813,Kematen am Innbach,1028,733,18,715,141,186,234,35,55,37,14,7,3,2,1,,,,
G40814,Meggenhofen,1085,827,17,810,149,330,154,20,93,31,20,6,6,1,0,,,,
G40815,Michaelnbach,1027,743,35,708,103,314,139,27,54,47,15,2,5,1,1,,,,
G40816,Natternbach,1938,1462,55,1407,336,432,343,45,113,70,42,6,13,5,2,,,,
G40817,Neukirchen am Walde,1347,1011,34,977,168,391,227,32,77,44,17,11,4,4,2,,,,
G40818,Neumarkt im Hausruckkreis,1115,737,14,723,216,165,203,25,53,33,17,8,3,0,0,,,,
G40819,Peuerbach,1781,1254,43,1211,228,419,260,45,140,79,19,7,6,4,4,,,,
G40820,Pötting,444,349,5,344,37,213,45,7,26,11,2,0,3,0,0,,,,
G40821,Pollham,777,608,22,586,75,199,94,38,85,64,20,0,3,7,1,,,,
G40822,Pram,1465,1016,32,984,215,256,282,40,101,40,24,6,12,6,2,,,,
G40823,Rottenbach,829,649,22,627,121,177,190,28,45,34,13,5,7,6,1,,,,
G40824,Sankt Agatha,1737,1265,46,1219,221,528,248,48,96,42,26,5,3,2,0,,,,
G40825,Sankt Georgen bei Grieskirchen,969,726,29,697,147,211,153,25,88,27,33,2,4,4,3,,,,
G40826,Sankt Thomas,399,332,14,318,24,108,95,7,43,26,5,4,3,1,2,,,,
G40827,Schlüßlberg,2353,1713,36,1677,578,333,406,66,150,71,42,11,13,6,1,,,,
G40828,Steegen,902,592,25,567,103,205,127,27,65,24,11,2,2,1,0,,,,
G40829,Taufkirchen an der Trattnach,1627,1140,39,1101,200,364,318,38,89,48,21,5,12,3,3,,,,
G40830,Tollet,731,572,19,553,128,191,98,23,79,17,12,1,3,1,0,,,,
G40831,Waizenkirchen,2906,2174,50,2124,382,799,471,70,213,90,70,10,11,3,5,,,,
G40832,Wallern an der Trattnach,2321,1705,40,1665,478,396,419,56,164,69,56,6,17,2,2,,,,
G40833,Weibern,1297,940,41,899,139,337,187,26,106,54,29,1,10,7,3,,,,
G40834,Wendling,630,462,18,444,59,187,114,12,35,16,13,3,2,1,2,,,,
G40899,Wahlkarten - Grieskirchen,0,4059,143,3916,806,1215,674,126,685,179,141,29,32,17,12,,,,
G40900,Kirchdorf an der Krems,43274,34292,824,33468,8438,9067,7612,1255,3537,1812,1008,192,323,161,63,,,,
G40901,Edlbach,524,390,5,385,78,154,72,22,23,8,13,6,3,4,2,,,,
G40902,Grünburg,2881,1969,52,1917,565,456,516,74,123,107,36,7,20,9,4,,,,
G40903,Hinterstoder,752,504,9,495,93,164,121,16,41,42,15,2,0,0,1,,,,
G40904,Inzersdorf im Kremstal,1524,1151,39,1112,239,330,286,31,117,50,40,6,9,2,2,,,,
G40905,Kirchdorf an der Krems,3170,2059,58,2001,633,384,443,59,298,71,69,9,24,8,3,,,,
G40906,Klaus an der Pyhrnbahn,849,585,7,578,256,93,119,23,36,28,11,3,4,4,1,,,,
G40907,Kremsmünster,4751,3203,70,3133,632,941,655,158,357,186,133,15,47,7,2,,,,
G40908,Micheldorf in Oberösterreich,4527,3402,85,3317,1071,559,798,107,403,196,114,25,28,10,6,,,,
G40909,Molln,2772,2017,40,1977,628,407,483,98,172,92,43,14,18,18,4,,,,
G40910,Nußbach,1809,1389,37,1352,261,550,239,42,140,57,44,6,7,5,1,,,,
G40911,Oberschlierbach,369,280,8,272,65,97,41,7,40,8,8,1,1,4,0,,,,
G40912,Pettenbach,3855,2892,81,2811,619,764,683,123,277,197,80,29,25,9,5,,,,
G40913,Ried im Traunkreis,2111,1574,43,1531,249,549,413,42,118,82,40,5,28,5,0,,,,
G40914,Rosenau am Hengstpaß,543,400,4,396,149,80,98,15,21,21,1,1,3,7,0,,,,
G40915,Roßleithen,1496,1074,19,1055,314,284,228,37,69,71,32,2,4,8,6,,,,
G40916,Sankt Pankraz,265,187,3,184,50,30,76,8,9,10,0,0,1,0,0,,,,
G40917,Schlierbach,2158,1527,39,1488,313,415,336,41,217,92,39,6,16,11,2,,,,
G40918,Spital am Pyhrn,1730,1216,17,1199,371,277,322,60,72,52,20,5,7,12,1,,,,
G40919,Steinbach am Ziehberg,679,506,13,493,99,168,122,13,41,27,15,4,1,2,1,,,,
G40920,Steinbach an der Steyr,1639,1313,34,1279,281,476,295,46,92,50,19,5,9,3,3,,,,
G40921,Vorderstoder,644,431,12,419,67,159,110,14,28,27,9,0,3,2,0,,,,
G40922,Wartberg an der Krems,2303,1630,60,1570,285,564,358,55,125,91,54,13,20,5,0,,,,
G40923,Windischgarsten,1923,1250,24,1226,371,266,280,58,122,63,47,2,11,6,0,,,,
G40999,Wahlkarten - Kirchdorf an der Krems,0,3343,65,3278,749,900,518,106,596,184,126,26,34,20,19,,,,
G41000,Linz-Land,105643,83000,1659,81341,26429,15582,17683,2611,9963,4253,3294,588,619,180,139,,,,
G41001,Allhaming,893,635,10,625,140,197,126,26,65,33,27,3,7,0,1,,,,
G41002,Ansfelden,10936,7497,152,7345,2820,926,1999,240,604,431,188,59,57,14,7,,,,
G41003,Asten,4686,3347,74,3273,1264,363,948,118,236,199,89,19,28,4,5,,,,
G41004,Eggendorf im Traunkreis,645,493,4,489,124,154,104,17,35,28,19,4,1,1,2,,,,
G41005,Enns,8140,5538,110,5428,1855,952,1196,163,669,289,201,33,56,6,8,,,,
G41006,Hargelsberg,1062,795,18,777,188,240,159,21,78,55,28,2,4,1,1,,,,
G41007,Hörsching,4519,3204,72,3132,942,580,842,104,300,192,124,25,14,5,4,,,,
G41008,Hofkirchen im Traunkreis,1360,987,23,964,286,268,196,11,123,42,17,7,6,3,5,,,,
G41009,Kematen an der Krems,1939,1391,29,1362,333,352,338,46,139,88,47,8,4,5,2,,,,
G41010,Kirchberg-Thening,1873,1399,26,1373,462,242,280,40,207,60,61,11,7,1,2,,,,
G41011,Kronstorf,2560,1850,30,1820,592,398,421,51,167,97,61,8,18,3,4,,,,
G41012,Leonding,19851,14108,268,13840,4306,2467,2809,508,2063,666,740,106,116,25,34,,,,
G41013,Sankt Florian,4995,3598,100,3498,922,988,602,142,427,168,200,20,17,12,0,,,,
G41014,Neuhofen an der Krems,4489,3014,67,2947,870,695,558,75,421,150,105,28,21,16,8,,,,
G41015,Niederneukirchen,1614,1218,22,1196,293,416,208,28,150,62,22,3,5,5,4,,,,
G41016,Oftering,1558,1184,22,1162,400,244,237,43,129,52,45,6,4,0,2,,,,
G41017,Pasching,5228,3773,68,3705,1280,549,904,125,458,166,162,22,33,2,4,,,,
